word,value
larut,1.0
pundi,2.0
jilbab,3.0
informasi,2.0
turun,1.0
seni,1.0
selenggara,3.0
rapat,1.0
tabung,3.0
kantong,1.0
karya,3.0
keroyok,1.0
tunjang,3.0
jempol,4.0
koordinasi,1.0
renang,1.0
bincang,2.0
pesona,4.0
sahut,1.0
edar,2.0
dandan,4.0
mahir,4.0
pandu,3.0
ken,3.0
pikir,1.0
pindah,1.0
pasuk,2.0
rata,1.0
naik,1.0
labuh,3.0
dapat,2.0
usik,1.0
menang,4.0
guna,1.0
tanya,2.0
pukau,2.0
moga,1.0
neng,5.0
longgar,3.0
zikir,4.0
baring,2.0
pati,3.0
pasti,3.0
keliru,1.0
kucup,2.0
aku,2.0
bom,1.0
aib,1.0
kerubung,1.0
bangan,2.0
bunga,3.0
boleh,2.0
imbuh,1.0
cengang,1.0
sembahyang,5.0
syukur,5.0
cinta,3.0
jelas,1.0
tingkat,1.0
timba ilmu,4.0
lakon,1.0
rencana,2.0
hendak,1.0
limpah,1.0
kembang,3.0
menung,2.0
tuntut ilmu,4.0
amuk,1.0
irama,4.0
citra,2.0
darat,1.0
jatuh,1.0
sudi,2.0
muas,5.0
hangat,4.0
selaras,3.0
bangkit,2.0
sir,2.0
banding,3.0
kuat duga,2.0
tumpu,1.0
guru,3.0
langgan,2.0
sinkron,1.0
daftar,1.0
jernih suasana,1.0
lam,3.0
bawa,1.0
benar,2.0
surat takdir,2.0
prasangka,1.0
kuntit,1.0
asosiasi,3.0
jungkal,1.0
tegar,2.0
suguh,2.0
suasana hati,1.0
rumah tangga,2.0
banyak,3.0
dukung,4.0
keluarga,4.0
lengkap,2.0
sedia,2.0
teladan,4.0
inap,2.0
patut,2.0
singsing,3.0
sabar,5.0
timbun,1.0
lanjur,1.0
lapor,2.0
proses,1.0
kuasa,3.0
simpat,4.0
teguh hati,3.0
mata cahari,2.0
heboh,1.0
sempurna,3.0
erti,2.0
cengkeram,1.0
luang,2.0
kirim,2.0
tukar pikir,3.0
ringan,2.0
nyali,4.0
gapai,3.0
nyala,2.0
angkut,1.0
tanggap,3.0
aji,4.0
tanggulang,2.0
coba,2.0
hajat,1.0
aja,1.0
sampai,2.0
bobot,2.0
harga,3.0
kejut,3.0
jalan buka,3.0
timpal,2.0
tongkrong,1.0
ajar,1.0
rindu,2.0
tahu,4.0
isi,2.0
manfaat,5.0
masyhur,4.0
pergi,1.0
mohon diri,2.0
capai,4.0
tata,3.0
kerja,2.0
sokong,3.0
latih diri,4.0
persen,2.0
rasai,1.0
para,2.0
sangkut,2.0
taruh hati,3.0
alam,2.0
selesai,2.0
rusuh,1.0
akar,2.0
sambut,3.0
sungguh,4.0
tulang,2.0
kini,3.0
cerita,2.0
cari ilmu,4.0
ana,2.0
hitung,1.0
tafsir,2.0
laden,3.0
suka,3.0
bingkis,4.0
operasi,1.0
pudar,2.0
ikhtiar,3.0
amal,4.0
gila,3.0
kam,2.0
kucil,1.0
kesah,2.0
ganjar balas,1.0
tinggi,3.0
dahulu,2.0
puji,4.0
mimpi,2.0
denyut,2.0
pemuda,2.0
gambar,2.0
tukar,1.0
hadiah,4.0
telungkup,1.0
pandang,1.0
baik,3.0
tarik,2.0
cakap,2.0
panjat doa,4.0
imbal,1.0
mukim,2.0
kenang,3.0
anugerah,3.0
meni,4.0
mikat,2.0
rengkuh,1.0
jenak,1.0
mulai,1.0
gores,1.0
terima,2.0
sila,1.0
silah,3.0
poin,2.0
bunyi,2.0
telaah,2.0
dansa,3.0
buah,2.0
cepat,3.0
hidang,2.0
selawat,3.0
kesima,4.0
daya guna,4.0
buat,1.0
tiada,1.0
ibadat,4.0
jadi,1.0
layak,3.0
gelincir,1.0
simpul,3.0
mutu,3.0
pengaruh,3.0
bara,2.0
nikmat,3.0
atur,4.0
awat,5.0
redam,1.0
luk,3.0
suplai,2.0
awal,2.0
sembul,1.0
susut,1.0
tuju,3.0
tegur,2.0
tangan,1.0
lupa,1.0
pelamin,4.0
sembur,1.0
biasa,2.0
nila,2.0
asket,2.0
karena allah,2.0
sesal,1.0
tutup mulut,1.0
gelanggang,2.0
hias,3.0
beli,2.0
curiga,1.0
makin,2.0
colok,2.0
cekat,2.0
prihatin,2.0
tanding,2.0
dua,1.0
taat,3.0
damping,1.0
arti,1.0
naik ke pelamin,3.0
tunang,3.0
sanjung,2.0
hujan gerimis,1.0
lebih,1.0
suap,1.0
gelesot,1.0
sayang,3.0
serah,2.0
serunda,2.0
milik,1.0
kuat batin,3.0
tukar akal,1.0
biar,1.0
kualitas,4.0
jual,1.0
sama,3.0
pasang hidup,4.0
cium telapak kaki,1.0
bijak,3.0
dunia,1.0
bagi,2.0
faedah,4.0
ganyang,1.0
raih,2.0
yakin,3.0
bayang,2.0
jaring,3.0
gelora,2.0
lorot,1.0
banting,1.0
uji,1.0
libur,3.0
jawab,3.0
kerabat,3.0
tarik hati,3.0
cadang,2.0
aktif,2.0
gema,1.0
rilis,3.0
saksi,1.0
panjang,2.0
lucu,3.0
gali ilmu,4.0
hayat,3.0
jejal,1.0
arah,1.0
antisipasi,3.0
hidup,2.0
terang,2.0
imla,1.0
minta kpd tuhan,3.0
tetap,3.0
salin,3.0
parade,1.0
konfirmasi,3.0
wujud,2.0
kasih,2.0
dekat,1.0
iktikad,2.0
tunggu dunia,2.0
angsur,1.0
budi pekerti yang baik,3.0
hikmah,2.0
cemplung,1.0
rekam,2.0
buru,1.0
tampil,1.0
bakat,4.0
luas,3.0
pacar,2.0
bakar,1.0
taraf,3.0
bisu,1.0
jalan bebas hambat,2.0
rebut,1.0
cegah,2.0
toreh,1.0
anyar,4.0
gari,3.0
lambung,2.0
batu,2.0
makan,1.0
keluang,3.0
lindung,4.0
rinai,1.0
dalam,3.0
bimbing,3.0
cantik,2.0
gentar,1.0
gairah,3.0
lunas kapal,2.0
jago,3.0
dagel,3.0
ramai,3.0
jaga,2.0
semangat,4.0
duli,4.0
beri,2.0
temu,2.0
jeblos,1.0
serempak,3.0
satu,3.0
saji,4.0
fasilitas,2.0
lukis,2.0
tentang,1.0
tutur,3.0
teguh batin,3.0
pantar,1.0
lawas,1.0
lawan,1.0
tumpang tinggal,1.0
pantai,1.0
puas,3.0
tahan,1.0
parkir,1.0
nyaman,4.0
pandai,4.0
tara,2.0
titi,2.0
perata,2.0
kira,2.0
indah,3.0
kenyam,1.0
serta,2.0
bagus,2.0
taksir,3.0
hubung,1.0
kait,1.0
orak senyum,2.0
bahagia,4.0
seragam,1.0
coret,2.0
memperindah,3.0
lebun,3.0
wadak,3.0
lebuk,3.0
sesaji,4.0
merenung,3.0
pengajar,3.0
dikara,3.0
khalis,4.0
putus,3.0
faktitius,3.0
pasang,4.0
memafhumi,3.0
stabilitas,4.0
bapa,3.0
manis,5.0
tekanan jiwa,4.0
tempo-tempo,3.0
berpiuh,3.0
kepatuhan,3.0
anak sekolah,3.0
mempromosikan,3.0
takyin,3.0
ketapak,3.0
kegembiraan,4.0
kunci,3.0
pelanggan,4.0
lancung,3.0
tunas,3.0
tergeleng-geleng,4.0
berkobar-kobar,4.0
bacot,3.0
melakonkan,3.0
mengusili,4.0
ansar,4.0
kelezatan,4.0
binen,3.0
abid,3.0
mengawaki,5.0
belukar,3.0
remeh,4.0
banyolan,3.0
bersendeng,4.0
pertanda,4.0
komplet,3.0
tindakan,3.0
amerta,3.0
analisis,4.0
berlatih,4.0
penundukan,3.0
pengganti,3.0
karyawan,3.0
kondang,5.0
lalu,3.0
kalong,3.0
riasan,3.0
kecong,3.0
dewana,3.0
kesukacitaan,3.0
perwira,4.0
tela,3.0
perpaduan,4.0
sarap,3.0
candrasa,3.0
memegang kitab,4.0
apas,5.0
persesuaian,4.0
kesufian,4.0
meletakkan,4.0
digdaya,4.0
kadang,3.0
merentangkan,3.0
menginginkan,4.0
formasi,3.0
bersagang,4.0
nyata,4.0
prawira,4.0
terbalik akal,3.0
astagfirullah,3.0
kesohor,5.0
mabrur,4.0
harkat,5.0
geger,4.0
jernih,4.0
balasan,3.0
menyusuri,3.0
acuh tak acuh,4.0
berbagai,3.0
inayat,4.0
bantah-bantah,5.0
kadar,5.0
kaji,4.0
derauan,3.0
distribusi,3.0
unggulan,5.0
kebutuhan,4.0
tegap,3.0
menyeberangi,3.0
mulut sungai,4.0
wekel,4.0
tepercaya,3.0
cantum,4.0
berharta,4.0
sakelek,4.0
manja,5.0
memperelok,3.0
fit,4.0
mengizinkan,3.0
widyaiswara,3.0
paduka,4.0
mempersolek,3.0
mengakar,5.0
terdahulu,4.0
berkegiatan,4.0
menghikayatkan,3.0
perserikatan,3.0
penghuni,3.0
cendera,4.0
ugahari,3.0
sohor,4.0
besar akal,4.0
sepatu,3.0
perangsang,3.0
kawakan,5.0
azamat,4.0
sekar,5.0
menggemparkan,4.0
angan,3.0
menurut,4.0
sekah,3.0
meramalkan,3.0
sekam,3.0
bertundangan,3.0
bausuku,3.0
terperinci,3.0
bergantung,4.0
berkesesuaian,3.0
taruhan,3.0
jala,3.0
resam,3.0
Ahad,3.0
bermartabat,4.0
andur,3.0
cerminan,3.0
menghukum,4.0
umur,4.0
duga,3.0
menokok,3.0
lurus,4.0
juak-juak,5.0
pemaafan,5.0
jalan keluar,3.0
berlilit,3.0
fantasi,3.0
makhluk,3.0
rana,4.0
mengalunkan,3.0
bubuh,4.0
andil,4.0
berbagai macam,3.0
gatra,3.0
petah lidah,4.0
tengkuluk,3.0
instingtif,3.0
donatur,3.0
jibilah,4.0
pusaka,4.0
perseptif,3.0
otomatis,3.0
rupawan,5.0
preinan,3.0
absorpsi,3.0
kemangkakan,3.0
warok,3.0
paket,4.0
preseden,4.0
bersanggama,5.0
endut-endut,3.0
eksklusif,4.0
beruntutan,3.0
naik daun,4.0
mata gawai,4.0
melalui,3.0
hayo,4.0
eksplisit,3.0
sinuhun,4.0
penyimpan,3.0
longo,3.0
sosialita,5.0
beruntung,4.0
bulat kata,3.0
hipotetis,3.0
perai,3.0
kemampuan,4.0
fatamorgana,3.0
meledos,3.0
tersungging,5.0
bersambang,4.0
spesialis,4.0
interupsi,3.0
refleks,3.0
penjenang,4.0
dok,4.0
kehadiran,3.0
dol,3.0
metah,4.0
malayari,3.0
maimun,4.0
datar,3.0
melanyak,4.0
berdiam,4.0
gajak,4.0
bisikan,4.0
bakir,4.0
kenduri,4.0
tangkisan,3.0
bersengat,5.0
bain,3.0
delusi,3.0
mencebikkan,4.0
mengeloskan,3.0
menelurkan,3.0
preventif,4.0
capek,4.0
berguna,5.0
tanya jawab,3.0
stop,3.0
mengimbuhi,3.0
penongkat,3.0
ekstremis,3.0
khayalan,4.0
sosialistis,3.0
tungkak,4.0
kekhususan,3.0
perian,3.0
sauk,3.0
serentak,3.0
panggul,4.0
habis,3.0
gubahan,3.0
bagak,5.0
bagas,5.0
angan-angan,4.0
bertakwa,4.0
mengenang,3.0
menyesali,3.0
awas,4.0
jreng,3.0
kekuatan,3.0
bersahaja,5.0
figur,3.0
beroleh,3.0
perolehan,3.0
mengarifi,3.0
kesebatan,4.0
pemilikan,3.0
gebyar,4.0
sedeng,3.0
kemahiran,4.0
menghinakan,4.0
martabat,5.0
keterikatan,4.0
pionir,3.0
berakidah,4.0
kepentingan,5.0
bernapaskan,3.0
gigil,3.0
trengginas,5.0
pulut,3.0
terbangun,3.0
jaya,4.0
sintal,3.0
lemah,5.0
susah hati,3.0
stupa,4.0
lemas,5.0
jantan,5.0
beranak,3.0
jabar,3.0
rekaan,3.0
putus kata,4.0
intuitif,3.0
sorongan,4.0
impulsif,3.0
bercermin,4.0
kecerdikan,4.0
inferensi,3.0
berjasa,4.0
sintetis,3.0
ramanda,3.0
intan,3.0
tanggapan,3.0
takrif,3.0
moratorium,3.0
perkiraan,3.0
membenang,4.0
servis,3.0
reksa,3.0
bugar,4.0
silang pendapat,3.0
kakek,3.0
gengsi,4.0
karsa,3.0
menebarkan,3.0
mengesankan,4.0
beristirahat,3.0
kaisar,4.0
pencatat,3.0
bentuk,4.0
angkat,3.0
rais,3.0
atasan,3.0
studi,4.0
fusi,4.0
meluluskan,3.0
tepat guna,4.0
suntuk,5.0
seibu,3.0
kegirangan,3.0
rembukan,3.0
kunyah,3.0
moblong,3.0
percederaan,5.0
terpelajar,4.0
tulen,3.0
mengimbas,3.0
lindu,4.0
lantip,3.0
daya tahan,5.0
bergas,5.0
kepintaran,4.0
cucu Adam,3.0
kepelesiran,3.0
sangkil,4.0
endus,3.0
elu,3.0
pekerja,3.0
mengotot,4.0
cengkauan,3.0
daim,3.0
memesonakan,5.0
keberuntungan,4.0
meriah,3.0
melihat,3.0
kegilaan,3.0
bertanya-tanya,4.0
kegiatan,3.0
pemufakatan,4.0
kimah,5.0
surat tanah,3.0
moral,4.0
kundangan,5.0
salim,4.0
rimba,3.0
keriangan,4.0
estetik,4.0
murid,3.0
runtut,3.0
mendidik,3.0
umi,4.0
sukat,3.0
muktamar,4.0
tanda-tanda,4.0
sunan,4.0
tawarikh,3.0
mengibai,4.0
uraian,3.0
lampu,4.0
efek,3.0
rafi,3.0
transendental,3.0
kicau,3.0
primitif,3.0
sejadah,3.0
terhalang,3.0
produk,3.0
pencedok,3.0
animo,4.0
kejayaan,4.0
duka,4.0
kenikmatan,4.0
sembahyangan,4.0
suam-suam kuku,4.0
peronda,3.0
paya,4.0
pantulan,3.0
panorama,3.0
ampas (kopi),3.0
bernama,4.0
gentas,3.0
samseng,3.0
rela,5.0
talenta,4.0
bangkit selera,3.0
lebih-lebih,4.0
perkomplotan,4.0
tasamuh,5.0
ura-ura,4.0
khas,4.0
pokta,5.0
menistakan,4.0
resep,3.0
teranggar-anggar,3.0
penat,4.0
aneh,4.0
lestari,4.0
ganjaran,5.0
emir,4.0
siswa,3.0
kontributor,3.0
minat,4.0
manjur,4.0
vista,3.0
pendalaman,4.0
tip,4.0
penyantun,4.0
panas,4.0
kepleset,3.0
perhimpunan,3.0
golongan atas,5.0
bertepatan,3.0
mahdi,3.0
mencontoh,4.0
menjahili,4.0
bergamat,4.0
roh,4.0
ketangkasan,4.0
pengharmonisan,3.0
menyerikati,3.0
menggerecoki,4.0
sarju,4.0
anak sasian,3.0
Yang Dipertuan,4.0
bapang,3.0
santer,4.0
kelepasan,3.0
kohesi,4.0
seraya,4.0
jebakan,3.0
menjelang,3.0
wisma,3.0
rusak,3.0
lambuk,3.0
bersumber,4.0
bersimpuh,3.0
kits,5.0
sambatan,4.0
penali,3.0
konsultasi,3.0
bakh,4.0
ordo,3.0
cekel,4.0
orde,3.0
penumpil,3.0
direktur,3.0
berjiwa,3.0
praktis,4.0
santiran,3.0
berpakaian,4.0
denda,3.0
melongo,3.0
akil,4.0
bos,3.0
eka,3.0
hilang,3.0
lakeri,3.0
sebandung,3.0
transparan,3.0
gubris,3.0
berjaya,4.0
prei,3.0
pere,3.0
tersendat,4.0
peri,3.0
ulama,3.0
aya,3.0
bungkusan,4.0
memintasi,3.0
mikroanalisis,3.0
berupaya,3.0
mengikuti,3.0
mengumpulkan,3.0
nirmala,4.0
gampang,4.0
ganduh,3.0
bersama,3.0
berembuk,3.0
terima kasih,5.0
kamil,3.0
kanjang,4.0
perdeo,4.0
berbenak,3.0
menjelajahi,3.0
berakal,4.0
perincian,3.0
taruh,4.0
mau,5.0
drastis,4.0
arketipe,3.0
suci,4.0
berada,4.0
daya gabung,4.0
menghirukkan,4.0
vitalitas,3.0
memanjang,3.0
perlup,3.0
primbon,4.0
penjelasan,3.0
hamparan,3.0
meributkan,4.0
mustajab,4.0
waduh,3.0
cuti,3.0
kontemporer,3.0
mengasihani,4.0
purusa,3.0
putusan,3.0
kodrat,4.0
beralas,4.0
karimah,4.0
misbah,4.0
menggirangkan melegakan,4.0
nuftah,3.0
inventivitas,4.0
menentu,3.0
cerapan,3.0
prima,4.0
makanan,3.0
cuma-cuma,4.0
intelektual,3.0
zaim,3.0
preferensi,3.0
menghimpunkan,3.0
gombroh,3.0
kecepatan,4.0
pangus,5.0
permanen,3.0
benang raja,4.0
prodeo,4.0
punya nama,5.0
menenangkan,4.0
eja,3.0
sawala,3.0
trauma,4.0
biang keladi,3.0
melipur,4.0
terlibat,3.0
terbukti,3.0
ajal,3.0
menduga,3.0
prediksi,3.0
melampas,4.0
sempena hati,4.0
taksiran,5.0
bolehan,4.0
pengetahuan,4.0
kajian,4.0
tiris,3.0
gusti,4.0
recok,4.0
bianglala,4.0
menating,3.0
bersenandung,4.0
kebisaan,4.0
berprakarsa,3.0
berlibat,3.0
gembur,5.0
kelilipan,3.0
kebesaran,4.0
semarak,3.0
penggede,3.0
berhasrat,3.0
peninggalan,4.0
berpatroli,4.0
sumpah,3.0
timbalan,4.0
membaca,4.0
penanti,3.0
terus-menerus,4.0
pendataan,3.0
simetris,3.0
beber,3.0
membenarkan,3.0
protektor,3.0
berpatokan,4.0
naik pelaminan,4.0
lugu,4.0
ventura,3.0
berbentuk,3.0
pegah,5.0
sero,3.0
polemik,3.0
beraras,4.0
mengeluarkan darah,4.0
gempar,4.0
widita,4.0
kebajikan,4.0
tuntun,3.0
bersender,4.0
mematuhi,4.0
beraturan,4.0
hukum,3.0
mencari akal,3.0
batas (waktu),3.0
fertil,4.0
besar-besaran,3.0
kusa,3.0
bineka,3.0
wantah,3.0
menganut,4.0
ideal,3.0
meminda,4.0
anakan,5.0
tinggalan,4.0
samun,3.0
mustaid,3.0
solah,4.0
puadai,4.0
bercita rasa,3.0
artian,3.0
mullah,3.0
kesal,4.0
aneka,3.0
rahasia,3.0
ganjar,5.0
adakala,3.0
kemantapan,4.0
pendidik,3.0
dispensasi,3.0
penangkalan,4.0
menganggar,3.0
sublim,3.0
tekanan mental,4.0
mengganjari,3.0
prominen,5.0
disiplin,3.0
kosen,4.0
peleburan,3.0
terjadi,3.0
bilhak,3.0
pestaka,4.0
bekas,4.0
kincung,3.0
perut,3.0
cumil,4.0
mengerikan,4.0
bekal,3.0
mengecamkan,3.0
bersendel,4.0
traktat,3.0
terjemahan,3.0
pejatian,3.0
infinit,3.0
menyanyi,4.0
mengambil contoh,4.0
mekar,3.0
klien,4.0
sosial,4.0
kempuh,5.0
rupa,3.0
radu,3.0
mengalem,4.0
setujuan,4.0
sembuh,4.0
uluran,3.0
garda,3.0
kincang,3.0
konspirasi,4.0
susuk,3.0
berkedudukan,4.0
pergeseran,5.0
ganti,3.0
cenangkas,3.0
membingkas,3.0
ungkap,3.0
pelesapan,3.0
montok,3.0
ingatan,3.0
pop,5.0
merahimi,4.0
pola,3.0
mengherankan,3.0
anak didik,3.0
dekorasi,5.0
berstatus,4.0
pertumpahan,3.0
terjamin,5.0
eneng,5.0
statis,4.0
berpengalaman,4.0
menempuh (hidup),3.0
comel,4.0
celengan,3.0
pekerjaan,3.0
hutan,3.0
berpacangan,3.0
mukibat,3.0
hilir,4.0
menakjubkan,3.0
populer,5.0
keampuhan,4.0
kelapangan,3.0
melintas (rimba),3.0
perubahan,4.0
tanda jasa,4.0
sami,3.0
pas,3.0
licin,4.0
mempunyai,4.0
manila,5.0
bayangan,3.0
bersinar,4.0
atraktif,4.0
riil,4.0
kreativitas,4.0
mengetuk,3.0
naik pelamin,4.0
rekognisi,5.0
genit,5.0
letih,4.0
mengatakan,3.0
mewarnai,4.0
kegirangan keceriaan,4.0
berpamor,3.0
termulia,3.0
khalas,3.0
kaget,3.0
berkaca,4.0
asoi,3.0
sportif,3.0
menolong,4.0
terjadinya,3.0
guntang-guntang,3.0
damar,4.0
momentum,3.0
segar,4.0
memburu,3.0
titip api,3.0
menyegarkan,3.0
dodor,3.0
klasik,3.0
purna,3.0
harga diri,3.0
menerima,3.0
kemufakatan,3.0
ketajaman,3.0
menggegerkan,4.0
mengecilkan,4.0
penghimpunan,3.0
mengalami,3.0
mengumaikan,3.0
serapah,4.0
federasi,3.0
lunak,5.0
sudah,3.0
debuk,3.0
pemajangan,4.0
ilusi,3.0
penyerobotan,3.0
rekan,4.0
fatanah,3.0
kaki tangan,4.0
kelih,4.0
gerakan,4.0
akuan,3.0
pelayanan,3.0
tersem-bunyi,5.0
jelang,3.0
rumput,3.0
pinggul,4.0
simpleks,3.0
nuri,3.0
pembiasaan,3.0
terutama,4.0
spesialisasi,3.0
kalis,4.0
kemaslahatan,4.0
seremeh,3.0
besar,4.0
seemak,3.0
julat,3.0
penggalian,4.0
pokok,3.0
catu,4.0
nyana,3.0
cebak,3.0
bertumpuk,4.0
sebetulnya,4.0
pendaftaran,3.0
kesemarakan,4.0
berteduh,3.0
fadil,3.0
punia,4.0
berkecambah,3.0
tenaga,3.0
tutuk,3.0
tangsel,3.0
yg dipertuan,4.0
dambaan,3.0
romantis,4.0
monopoli,3.0
interpretasi,3.0
sambung tangan,4.0
ab,3.0
pantat,3.0
wiladah,3.0
mencontohkan,4.0
Sri paduka,4.0
umat,3.0
penderma,3.0
pengenalan,5.0
labiovelar,4.0
penggabungan,3.0
langsung,3.0
kroni,4.0
sregep,4.0
sangka,3.0
menderaikan,3.0
majenun,3.0
cermin,3.0
gol,3.0
rampuh,3.0
kampanye,3.0
berputra,3.0
berseni,4.0
drama ria,3.0
mendeteksi,3.0
ambisi,4.0
tedas,3.0
berahi,5.0
tepa salira,5.0
pengumpulan,3.0
mengira-ngira,3.0
pengurus,3.0
adab,3.0
probabilitas,3.0
vila,3.0
degap,3.0
kesetiaan,3.0
mufaham,3.0
penandasan,3.0
komplemen,5.0
terkemuka,5.0
pelayan,4.0
mahabah,4.0
kegagahan,4.0
bernafsu,3.0
sekali-kali,3.0
menembusi,3.0
binasa,3.0
efisien,4.0
radikalis,3.0
bergigi,3.0
pelit,4.0
uluran tangan,4.0
melicinkan,4.0
mengadunkan,3.0
suasana,4.0
merecoki,4.0
sani,3.0
cempiang,3.0
kujarat,5.0
zakelek,4.0
margrit,3.0
afdal,3.0
meremehkan,4.0
foto,3.0
termasyhur,4.0
mengimbuhkan,4.0
tukar cincin,3.0
betapa,4.0
menambah,3.0
abu,3.0
bersemayam,4.0
panas kuku,4.0
distingtif,4.0
pencegahan,4.0
idaman,3.0
mengacau,4.0
jaswadi,3.0
memukau,4.0
muara,4.0
berbahagia,4.0
samad,3.0
asa,3.0
perhatian,4.0
suplemen,5.0
enak,5.0
mendusin,4.0
mewisuda,3.0
mencengangkan,4.0
plong,3.0
kehormatan,5.0
sesungguhnya,4.0
penyerasian,3.0
pemuaian,3.0
pelatih,3.0
berkenaan,4.0
perkumpulan,3.0
isi perut,3.0
tahan lasak,4.0
pemilik,3.0
bergolongan,4.0
bertransaksi,3.0
kreatif,4.0
berkecukupan,4.0
heran,4.0
astaga,3.0
sangkut-paut,3.0
permukiman,3.0
kejadian,3.0
mendapat,3.0
grahita,3.0
memusingkan,4.0
memprediksi,3.0
sebenarnya,4.0
bercahaya,4.0
menyepelekan,4.0
berkategori,4.0
autentik,3.0
wawancara,3.0
penahan,3.0
dominasi,3.0
memolakan,4.0
menganggap,3.0
melendeh,3.0
pengasuh,3.0
memendam,4.0
prabu,4.0
bapanda,3.0
rotan,4.0
kudus,4.0
berderajat,4.0
sukses,3.0
indah ambang,4.0
gombrong,3.0
menebak,3.0
tanganan,3.0
ya,4.0
rani,4.0
dendam berahi,5.0
gombrang,3.0
kaci,4.0
lembuk,3.0
elegan,4.0
gagah,5.0
penolong,4.0
antusiasme,3.0
amanah,5.0
mengganggu,4.0
energi,3.0
isbat,3.0
menongkat,4.0
cublik,4.0
menggemburkan melambuk,3.0
anggapan,3.0
positif,4.0
bersauh,4.0
nyamleng,5.0
bersaur,3.0
tersengal-sengal,3.0
menumbuk,4.0
pegawai,3.0
mesra,4.0
penunggu,3.0
memalu,3.0
tajam pikiran,4.0
garing,5.0
bersitegang,4.0
intrik,4.0
manggala,3.0
membalas,4.0
permadani,3.0
paparan,3.0
kekekalan,3.0
kredibel,3.0
guar,3.0
gerak hati,4.0
kipu,4.0
bumbu,5.0
kemunculan,3.0
keriaan,3.0
sains,3.0
nian,4.0
kasatmata,4.0
jamik,3.0
keseimbangan,4.0
lebai,4.0
seringai,4.0
berhasil,3.0
terbatas,3.0
definisi,3.0
komplot,4.0
afirmasi,3.0
jamhur,3.0
gres,4.0
gerha,3.0
mengalirkan darah,4.0
dana,4.0
tabung bambu,3.0
tahu aturan,4.0
menerka,3.0
kerukunan,3.0
keterbukaan,5.0
kasual,3.0
teja,4.0
berlagak,4.0
bersayap,4.0
donor,3.0
(warna) dadu,3.0
akomodasi,3.0
tebak,3.0
cegar,4.0
amat,4.0
terbayang-bayang,3.0
bertambatan,3.0
menjalani,3.0
keenakan,4.0
asuh,3.0
melewati,3.0
jawara,3.0
rakitan,3.0
suara halus,4.0
rawa,4.0
pengukur,3.0
mempercantik,3.0
dalang,3.0
mengangkat-angkat,4.0
bentukan,3.0
langgeng,4.0
deduksi,3.0
bestari,4.0
ringan tulang,5.0
prasarana,3.0
menyandar,4.0
wasiat,4.0
bisnis,3.0
langkah,4.0
tongkeng,5.0
menguntir,4.0
masakan,3.0
tergantung,3.0
keputusan,4.0
menyapih,4.0
bayang-bayang,3.0
bercokol,3.0
sinkronisasi,3.0
menjelajah,3.0
mencari jalan,3.0
meremas-remas,3.0
terala,3.0
memunculkan,3.0
bermacam-macam,3.0
upa-,4.0
bulang,3.0
kemurahan,4.0
prayojana,3.0
berduit,4.0
biadab,3.0
tajam,4.0
limbukan,3.0
individual,4.0
suguhan,4.0
terkadang,3.0
debat,3.0
kedalaman,3.0
linuhung,3.0
berseri,4.0
korek,4.0
infak,4.0
maskapai,3.0
mengarahkan,3.0
ovum,4.0
ugal-ugalan,3.0
keurusan,4.0
centil,5.0
paradigma,3.0
tempoh,3.0
lentera,4.0
berpilin,3.0
kandis,4.0
selamatan,4.0
andal,5.0
benci,4.0
biduanda,5.0
getas,5.0
desakan,4.0
pelupuk mata,4.0
bertaruk,3.0
konsensus,3.0
meluncurkan,3.0
anteng,4.0
ulasan,3.0
anak Adam,3.0
integrasi,3.0
pendekar,3.0
keperluan,5.0
dikte,3.0
lapang,3.0
berilmu,4.0
spesifikasi,3.0
melantunkan,3.0
meruncing,4.0
dakaik,3.0
desain,4.0
memeluk,4.0
bertunas,3.0
ceri,4.0
berkaitan,3.0
ria,4.0
pertolongan,4.0
simpatisan,3.0
liputan,3.0
singkap,3.0
sembir,4.0
mendandankan,3.0
ihsan,4.0
penegasan,3.0
defensif,4.0
sepele,4.0
bersangga,4.0
peresapan,3.0
selesa,3.0
struktur,3.0
terpuji,4.0
ricuh,3.0
ajudan,4.0
wagu,4.0
mengononkan,3.0
perbaikan,3.0
tabah,5.0
gemi,3.0
tenaga kerja,3.0
pendahuluan,3.0
menghebohkan,4.0
ranum,5.0
lembek,5.0
kejuruan,3.0
lektur,4.0
berbetulan,3.0
sukar,4.0
pilihan,5.0
semu,3.0
rezeki,3.0
baca,3.0
trendi,3.0
kegunaan,4.0
imaji,3.0
bahaduri,4.0
semringah,4.0
wirid,4.0
cokol,4.0
energik,5.0
pemantapan,4.0
makruf,4.0
melisankan,3.0
teraso,4.0
intensi,3.0
gutuk,4.0
terkadang-kadang,3.0
cemerlang,4.0
gambir,3.0
bermakna,4.0
makbul,3.0
jelak,3.0
menyampaikan,3.0
menyebut,3.0
mementingkan,4.0
tokcer,4.0
serbaserbi,3.0
bikinan,3.0
kepiawaian,4.0
penentuan,3.0
nasabah,4.0
segeh,3.0
mengganjar,5.0
terka,3.0
linu,4.0
mahfum,4.0
teguran,3.0
kemas,3.0
tercapai,3.0
lini,4.0
atom,3.0
faal,4.0
berjenis-jenis,3.0
mustakim,4.0
jumpa muka,3.0
malim,3.0
kelimpahan,4.0
mendengungkan,3.0
genial,4.0
alangkah,4.0
spontan,3.0
tolakan,4.0
berkuasa,4.0
tercermin,3.0
mendikte,3.0
