word,value
pembatalan,-3.0
jorong,-3.0
pergabungan,-3.0
uang pecah,-4.0
desas-desus,-5.0
prahara,-3.0
memantapkan,-3.0
jalan raya,-4.0
batuk darah,-4.0
tempelak,-5.0
dursila,-5.0
rebet,-5.0
menghinap-hinap,-3.0
pertunjukan perasaan,-3.0
rebeh,-5.0
hirap,-3.0
semau,-3.0
mendaulat,-5.0
terhempas,-5.0
hancur lebur,-5.0
rumit,-5.0
disimilaritas,-4.0
entak,-3.0
tradisional,-5.0
tersengut-sengut,-5.0
meriang,-4.0
sungkan,-4.0
angin lalu,-5.0
bersendikan,-4.0
nama buruk,-5.0
dongkol,-4.0
mengarah,-4.0
mengonarkan,-4.0
dalal,-3.0
rompak,-5.0
laboratorium,-3.0
tunduk,-5.0
banyak omong,-4.0
someng,-4.0
mencibirkan,-5.0
menongkrongi,-3.0
kuat,-3.0
mutlak,-3.0
pemain,-3.0
dia,-3.0
menyelang,-5.0
eroton,-4.0
endemi,-5.0
lapuk,-5.0
rabak,-3.0
terderita,-4.0
mengharamkan,-3.0
pekikan,-5.0
pengunjukan,-3.0
kebangunan,-5.0
perapian,-4.0
hujat,-5.0
dengki,-5.0
jangkang,-5.0
lap,-5.0
sumpal,-3.0
lembeng,-4.0
kesalahan,-5.0
imam,-3.0
sembrono,-5.0
berjejas,-5.0
menghalai-balaikan,-4.0
cikun,-5.0
bundel,-5.0
surut,-4.0
urit,-3.0
bloon,-3.0
kubra,-5.0
hujah,-4.0
longgok,-3.0
cempek,-4.0
khair,-4.0
tonjok,-5.0
gering hulu,-4.0
anut,-3.0
berkejaran,-3.0
pering,-3.0
pengejawantahan,-3.0
silang,-4.0
berkasih-kasihan,-3.0
mencecah,-3.0
mempersoalkan,-4.0
merenungkan,-3.0
perbincangan,-3.0
tergemap,-3.0
penyodok,-3.0
mendindingi,-5.0
buncit,-3.0
kerakal,-3.0
lancang,-5.0
enggan,-5.0
mencengkeram,-4.0
tertinggal,-3.0
laten,-5.0
luluh lantak,-5.0
penodong,-5.0
sogokan,-4.0
fiskal,-3.0
bertekak,-4.0
perlahan-lahan,-4.0
onyak-anyik,-4.0
merembet,-4.0
fungsionaris,-3.0
perkembangan,-4.0
dugal,-5.0
recehan,-4.0
dobel,-3.0
kecemasan,-4.0
celemotan,-4.0
tanur,-4.0
sombong,-3.0
faktor,-4.0
anu,-3.0
persuasi,-3.0
welas,-3.0
mangau,-4.0
ulung,-4.0
seraga,-3.0
bait,-3.0
berterima,-3.0
aspiran,-5.0
berdansa,-4.0
terhunjam,-3.0
friksi,-5.0
pematang,-4.0
lenyap,-5.0
api-api,-4.0
gidik,-4.0
mesut,-4.0
sanggit,-3.0
terseret,-3.0
mesum,-5.0
sukatan,-5.0
golak,-5.0
keheningan,-4.0
tengking,-5.0
aspek,-3.0
amblas,-3.0
memomokkan,-5.0
fundamental,-4.0
abuk,-3.0
gunduk,-3.0
beta,-3.0
kemplang,-5.0
abur,-5.0
selap,-3.0
tembelang,-5.0
berumah tangga,-4.0
jebeh,-5.0
menikmati,-3.0
membabi buta,-4.0
menahun,-5.0
primer,-4.0
menggeligi,-4.0
pembangkang,-4.0
fulanah,-3.0
menyetubuhi,-3.0
bulat,-3.0
layon,-4.0
baginda,-3.0
selempang,-5.0
mengesak,-3.0
berhimpun,-4.0
berkunjung,-4.0
membelot,-5.0
kilah,-4.0
terang akal,-4.0
keperihan,-5.0
serobot,-3.0
mengesan,-3.0
mengelakkan,-4.0
kerepotan,-3.0
hadiah,-3.0
berdedikasi,-3.0
tersekat,-5.0
cek,-4.0
mengebumikan,-3.0
moderator,-3.0
duli,-3.0
menghebat,-4.0
berita,-4.0
melayang,-3.0
melayani,-5.0
menyelakkan,-5.0
buta,-3.0
memfitnah,-4.0
nala,-3.0
sekop,-3.0
incit,-4.0
batung-batung,-4.0
gesek,-3.0
rongkol,-5.0
bertinju,-4.0
bersengketa,-4.0
cilok,-3.0
keasingan,-4.0
sekurang-kurangnya,-3.0
daftar,-3.0
bertahan,-4.0
perahu,-4.0
melekat,-4.0
khawatir,-5.0
ruang,-3.0
kisikan,-3.0
menghadiahi,-3.0
terajang,-3.0
memegang,-4.0
kafetaria,-4.0
masai,-4.0
merenyam,-3.0
patgulipat,-5.0
terali,-4.0
rad,-3.0
ijab,-4.0
meluluhlantakkan,-4.0
saja,-3.0
pemberon-takan,-4.0
mengenjak,-3.0
beranda,-3.0
perus,-5.0
ahmak,-3.0
pepak,-3.0
ceroboh,-5.0
cacing pipih,-4.0
cuak,-4.0
bison,-3.0
pepat,-3.0
kotak,-3.0
anjak,-3.0
anak bedil,-3.0
tebal hati,-5.0
tenggak,-3.0
melampau,-4.0
bercedera,-4.0
oven,-4.0
mengumpul,-3.0
bertumbukan,-4.0
mencontengkan,-3.0
menyatroni,-5.0
rasialisme,-5.0
terkilir,-3.0
gagu,-3.0
langking,-4.0
bicu,-3.0
dogol,-5.0
camping,-3.0
berugi,-5.0
mengenangkan,-3.0
menerbankan,-4.0
cutel,-4.0
mengamalkan,-4.0
mencaci-maki,-5.0
analitis,-4.0
hipotesis,-3.0
kesejukan,-3.0
kepelikan,-4.0
bubuk,-5.0
inhibisi,-4.0
hawar,-5.0
himpun,-3.0
mengetepikan,-4.0
berlibat-libat,-4.0
tergamak,-4.0
tua,-4.0
mengubrakan,-3.0
susuh,-4.0
mengingsut,-3.0
cacauan,-4.0
belis,-4.0
meninju,-3.0
mengoyak-oyak,-4.0
embarau,-3.0
urut-urutan,-4.0
menyantak,-3.0
alobar,-4.0
memusnahkan,-5.0
menyantap,-4.0
berkembang biak,-3.0
resek,-4.0
kelas,-3.0
jalan bentar,-4.0
colak-caling,-5.0
tun,-4.0
bergelut,-4.0
cacat,-5.0
buntang,-4.0
kerugian,-5.0
uring-uringan,-5.0
colok,-3.0
gedembai,-4.0
dupleks,-3.0
antusias,-3.0
rompeng,-4.0
menyagang,-3.0
benderang,-3.0
tenggan,-3.0
mencabarkan,-4.0
cabar,-4.0
celopar,-4.0
penyungkit,-3.0
pongah,-5.0
tarung,-3.0
mara,-4.0
cabuh,-3.0
cupet,-5.0
terganjal,-4.0
merompak,-5.0
konotasi,-3.0
keajaiban,-4.0
busut,-4.0
mangkel,-4.0
memacak,-4.0
ringan mulut,-4.0
main muda,-3.0
mengacaukan,-4.0
telan,-5.0
nyelekit,-4.0
balung,-4.0
menyelir,-5.0
pilon,-3.0
gingsir,-3.0
lalim,-5.0
menyuntik,-3.0
takul,-3.0
menebalkan,-3.0
merana,-4.0
bertaki,-3.0
bengkak,-4.0
pembalut,-3.0
duduk perut,-3.0
kesahihan,-3.0
hantaman,-3.0
kaos,-4.0
kirai,-3.0
lembap,-4.0
orbit,-4.0
wimana,-4.0
peres,-3.0
bergontok,-4.0
bertransformasi,-3.0
kolot,-5.0
rajin,-3.0
menyuapi,-3.0
pendamai,-3.0
merincukan,-4.0
balur,-4.0
mamang,-4.0
menyemangatkan,-3.0
tunjuk perasaan,-3.0
terpengaruh,-4.0
berjarak,-4.0
patos,-5.0
perkakas,-3.0
beralih bentuk,-3.0
asfal,-5.0
menunukan,-4.0
tambak,-3.0
berlainan,-4.0
mengoyak,-4.0
menyiar,-4.0
injakan,-3.0
hirup,-3.0
memble,-3.0
menyiat,-4.0
membonceng,-3.0
rucah,-5.0
penghisapan,-4.0
kasur,-4.0
susu,-4.0
rombongan,-4.0
pencukuran,-4.0
menyelusuh,-3.0
tergambar,-3.0
kekacauan,-4.0
menimpuk,-5.0
main mata,-5.0
dongok,-5.0
jorok,-5.0
lebu,-3.0
kelambanan,-4.0
bijak,-4.0
sekongkolan,-4.0
antagonisme,-4.0
menghindarkan,-4.0
bentakan,-5.0
bagi,-4.0
becak,-5.0
mengkal,-4.0
beban,-5.0
sekedup,-3.0
memperlihatkan,-3.0
berserikat,-3.0
bertangkap,-3.0
ceronggah,-4.0
terkait,-3.0
cerabih,-4.0
anak pinak,-3.0
menenggang,-3.0
perak,-4.0
mencoblos,-3.0
jompo,-3.0
berdekatan,-4.0
dendeng,-4.0
bersedia,-3.0
ira,-3.0
gorek api,-4.0
safa,-4.0
keriuhan,-3.0
sembam,-4.0
gayung,-4.0
isotop,-3.0
terselak,-3.0
keterkaitan,-3.0
membawa berat,-3.0
berproses,-3.0
pandai,-4.0
imbalan,-3.0
cicik,-4.0
mengesahkan,-3.0
henyak,-4.0
insaf,-4.0
pertunjukan,-3.0
latisan,-4.0
tagut,-4.0
pengiring,-3.0
bebas,-4.0
pemberitahuan,-3.0
mungkar,-4.0
menjejak,-4.0
serawak,-3.0
bergurau,-4.0
cuka jawa,-5.0
pemarah,-4.0
pegari,-3.0
bulevar,-4.0
kesendirian,-4.0
indusemen,-3.0
kacuk,-4.0
mencicik,-5.0
berkawanan,-4.0
jurik,-4.0
leta,-5.0
berangai,-5.0
obrolan,-4.0
cacing tanah,-4.0
persetubuhan,-3.0
asor,-5.0
mendengung,-4.0
teraduk,-3.0
sebit,-4.0
basmi,-5.0
parau,-4.0
menumpang,-3.0
ketulahan,-4.0
aswad,-4.0
menjelma,-3.0
terlampau,-5.0
tertata,-4.0
membuktikan,-4.0
berputar-putar,-4.0
tipeks,-3.0
singkat,-3.0
mengapkir,-4.0
gonjak,-5.0
berat kepala,-5.0
dari,-3.0
berdebat,-5.0
gontok,-4.0
membelai,-4.0
mikro,-3.0
menggemaskan,-5.0
menyembulkan,-3.0
tobak,-3.0
ampela,-5.0
luar biasa,-4.0
hidup,-4.0
terang,-3.0
menyembam,-4.0
menggentarkan,-4.0
gombong,-3.0
pol,-3.0
pancur,-3.0
kopyor,-4.0
sementara,-4.0
bersipongang,-3.0
mencabau,-4.0
tolol,-5.0
taji,-4.0
musibah,-5.0
bergembung,-3.0
ibunda,-5.0
gemuk,-3.0
lombong,-3.0
gundukan,-4.0
menyulut,-4.0
cetek,-3.0
berganduh,-3.0
mengabulkan,-3.0
naas,-5.0
mencengkau,-4.0
beranak bercucu,-3.0
mengacak,-4.0
sembunyi-sembunyi,-4.0
bersepai,-5.0
manipulator,-4.0
iktikad,-4.0
berantara,-3.0
cekok,-3.0
bercaran,-4.0
leburan,-3.0
kembar,-3.0
cabau,-3.0
divergensi,-4.0
rombeng,-3.0
redik,-5.0
bongok,-3.0
berus,-4.0
sentuk,-4.0
menginjak,-3.0
bersilih,-3.0
meresahkan,-4.0
gelatak,-4.0
instansi,-3.0
kerik,-3.0
sempit,-4.0
jolak,-3.0
bersikukuh,-4.0
bersokom,-4.0
menghinggapi,-3.0
ogah-ogahan,-4.0
drama,-4.0
kenes,-3.0
tepu,-3.0
usang,-5.0
terpaku,-3.0
tarak,-3.0
opium,-3.0
kolam,-3.0
menggigis,-4.0
selerang,-5.0
berat tulang,-4.0
tumor,-4.0
kemurkaan,-5.0
acu,-4.0
seberang,-3.0
tepi,-4.0
memusuhi,-5.0
jilatan,-3.0
bersangkal,-5.0
ikut-ikutan,-3.0
penjuru,-3.0
gedor,-4.0
waham,-3.0
bertelinga lembut,-3.0
merayah,-5.0
denai,-4.0
farak,-3.0
salah tingkah,-4.0
garu,-4.0
langsai,-3.0
mengganas,-4.0
menanggang,-5.0
kurang adat,-5.0
bruto,-3.0
celuk,-3.0
baskom,-4.0
menyurihkan percakapan,-5.0
merincis,-4.0
berapit,-4.0
tatak,-4.0
menelaah,-5.0
liang,-3.0
biarawati,-3.0
condong,-5.0
kotoran,-5.0
luang,-3.0
mairat,-5.0
apit,-3.0
bertimbang,-3.0
sarit,-4.0
tak bernyawa,-5.0
kotor,-5.0
menggeret,-3.0
menyenggau,-4.0
menyenggak,-5.0
kacip,-3.0
seksualitas,-5.0
juz,-4.0
pendapatan,-3.0
sarik,-3.0
membayar,-3.0
tersia-sia,-3.0
mengobarkan,-4.0
cena,-3.0
pendusta,-4.0
terberak,-5.0
ketahuan,-5.0
mencuca,-5.0
antap,-5.0
menikam,-4.0
embek,-3.0
amin,-3.0
rongga,-3.0
landasan (pesawat udara),-4.0
tutur,-4.0
berlarat-larat,-4.0
tekad,-3.0
empuk,-4.0
menidurkan,-4.0
bidai,-4.0
konkurensi,-4.0
bersanding,-5.0
mengerjakan,-4.0
delegasi,-4.0
pantas,-5.0
mengisbatkan,-3.0
tinja,-5.0
lawan,-4.0
pengar,-4.0
ikan kena tuba,-4.0
ceriwis,-4.0
kutut,-3.0
genjang,-4.0
asal usul,-4.0
filo,-3.0
pergesekan,-4.0
berbabil,-4.0
menghapus,-4.0
pemupusan,-3.0
jajal,-4.0
abolisi,-3.0
doa,-4.0
kawula,-3.0
compes,-4.0
teratur,-4.0
kelipar,-4.0
jerepet,-3.0
menghunjam,-4.0
peletan,-3.0
aparatus,-3.0
gembel,-5.0
menyungguhkan,-3.0
menagih,-3.0
kacangan,-4.0
lengah,-4.0
berjauh hati,-3.0
conteng,-3.0
tertumbuk akal,-5.0
lengas,-4.0
terlepas,-5.0
gurauan,-4.0
kharab,-5.0
keputusasaan,-5.0
palat,-5.0
validitas,-3.0
penyinaran,-3.0
menyabak,-5.0
feses,-5.0
gebok,-3.0
teles,-4.0
palolo,-4.0
liang jimak,-4.0
tertutup,-5.0
menyetor,-3.0
bunduk,-3.0
kebodohan,-3.0
potel,-5.0
bendu,-4.0
bermukim,-4.0
banat,-4.0
usrek,-5.0
mengejikan,-3.0
serindai,-5.0
memfatwakan,-3.0
bersebelahan,-4.0
lafal,-4.0
terlangkaui,-5.0
gembrot,-3.0
petanda,-3.0
sistematik,-3.0
cekluk,-4.0
tensi,-4.0
suni,-4.0
modal,-3.0
sama sekali,-3.0
sistematis,-3.0
larut,-5.0
berlepasan,-3.0
takaran,-5.0
informasi,-3.0
osteoporosis,-5.0
ajang,-3.0
geret,-3.0
hakam,-3.0
terjengkang,-5.0
kerising,-4.0
penurunan,-5.0
kalang-kabut,-4.0
urita,-3.0
perkawinan,-3.0
pelerai,-3.0
geletik,-3.0
congek,-3.0
gosok,-5.0
pengangkutan,-5.0
berlabuh,-4.0
ketus,-4.0
solek,-4.0
senyur,-4.0
berdakwa,-4.0
tersirep,-3.0
bunga hati,-3.0
menusuk-nusuk,-4.0
memekik,-3.0
tumpasan,-5.0
susur tangan,-3.0
safinah,-3.0
robek,-3.0
aplikasi,-4.0
mustaka,-3.0
menunggu,-3.0
cekatan,-3.0
ketul,-3.0
tercantol,-3.0
menginsinuasi,-4.0
menerima kenyataan,-4.0
tempat,-3.0
korupsi,-4.0
menongkrong,-4.0
mengolet,-3.0
penurut,-3.0
jengkel,-4.0
berteman,-3.0
menggelup,-4.0
resah,-5.0
terlalah,-5.0
belati,-4.0
lahang,-3.0
laur,-4.0
caplak,-4.0
anak,-3.0
gang,-4.0
bertelanjang,-3.0
ocehan,-4.0
angguran,-4.0
puputan,-3.0
terbuka (mata),-3.0
kiamat,-3.0
menyanggah,-4.0
menendang,-5.0
menginterupsi,-5.0
merunjang,-3.0
berserakan,-5.0
rata,-4.0
jerat semata,-3.0
eklektis,-3.0
pengantara,-3.0
menerpa,-3.0
mencura,-5.0
bersila,-4.0
menyerahkan jiwa raga,-4.0
menganeksasi,-5.0
waras,-3.0
sun,-3.0
mempertimbangkan,-3.0
naik darah,-4.0
sember,-4.0
percabangan,-4.0
menambak,-5.0
pencemaran,-4.0
jeput,-3.0
mengedrop,-4.0
mangut,-4.0
sorangan,-3.0
dangkal,-4.0
spion,-3.0
terlukis,-3.0
kesomplok,-4.0
mencengkelong,-5.0
pengang,-3.0
formal,-3.0
prosais,-3.0
seni,-4.0
gebung,-5.0
tercemas,-3.0
gabal,-5.0
menyayat hati,-4.0
menyela,-5.0
belu-belai,-4.0
membohongi,-3.0
kembung,-3.0
kehuru-haraan,-4.0
keliru,-5.0
serabutan,-5.0
batuk kecil,-4.0
merawat,-3.0
gerepes,-4.0
tersayat,-5.0
balairung,-3.0
seru,-5.0
samar,-5.0
ingsut,-3.0
siklon,-4.0
menentang,-5.0
bunga,-3.0
rancap,-4.0
diskrepansi,-3.0
rancau,-3.0
berpusu,-3.0
gencat,-5.0
bertonggakkan,-4.0
puyan,-4.0
berkerumun,-4.0
terlalaikan,-3.0
enas,-5.0
memuakkan,-5.0
lincah,-3.0
rancak,-4.0
telantar,-4.0
mati pucuk,-5.0
congkak,-3.0
apkir,-4.0
berapat-rapat,-3.0
cakus,-4.0
menggasak,-5.0
mewujud,-3.0
morfin,-3.0
bongkong,-3.0
bersabung nyawa,-3.0
bergaul,-3.0
aco-acoan,-5.0
pencolek api,-4.0
menyikat,-5.0
timbangan,-5.0
mendiami,-3.0
bergajul,-5.0
erangan,-3.0
datang,-4.0
slebor,-5.0
bertebaran,-5.0
birah,-3.0
ajakan,-3.0
caci,-5.0
keluhan,-3.0
memuluskan,-5.0
tuah,-3.0
demek,-4.0
lanjut,-5.0
mencekik,-4.0
lihai,-4.0
bersempena,-3.0
taun,-5.0
menggunung,-3.0
berakar,-3.0
taut,-4.0
raguk,-3.0
tuas,-3.0
merdesa,-5.0
mala,-5.0
keder,-4.0
petugas,-3.0
mencamuk,-4.0
pusung,-3.0
kincit,-5.0
cemeh,-4.0
kafilah,-4.0
lolos,-4.0
berhati walang,-3.0
terpisah,-5.0
menceret,-5.0
inaugurasi,-3.0
menjeburkan,-5.0
rompong,-3.0
tingau,-4.0
penghapus,-3.0
tahi,-5.0
menghina(kan) melanyak,-5.0
bertapa,-3.0
menyadau,-3.0
menyemangati,-4.0
permai,-4.0
cerita burung,-5.0
kelusuh-kelasah,-5.0
menuba,-5.0
peserta,-3.0
tertunda,-3.0
bersandarkan,-4.0
narasi,-4.0
mengonslah,-5.0
bengkok,-4.0
besar perut,-3.0
mengetes,-3.0
menimbang-nimbang,-3.0
marah,-5.0
buang air kecil,-3.0
sumbing,-4.0
seranah,-3.0
seman,-5.0
sigap,-3.0
wangsit,-3.0
mencungkil,-4.0
menguar,-3.0
membentak,-5.0
jodoh,-3.0
asumsi,-3.0
cupul,-5.0
berlompatan,-5.0
tulang,-4.0
arbitrer,-5.0
kurang pikiran,-3.0
kerosek,-3.0
jobak,-3.0
serenging,-5.0
bertumbuk,-4.0
jongkok,-5.0
teks,-3.0
ranai,-4.0
hakiki,-4.0
geladir,-5.0
anak air,-4.0
sangsi,-5.0
embat,-4.0
kesusahan,-5.0
garang,-5.0
bangkang,-4.0
lintar,-3.0
dangkap,-3.0
kejar,-3.0
persediaan,-3.0
el,-3.0
erot,-4.0
bertemu roma,-4.0
mam,-5.0
menyerampang,-5.0
menganjurkan,-3.0
bekicot,-4.0
bangle,-4.0
usikan,-5.0
teladan,-3.0
patuk,-5.0
daya upaya,-4.0
patut,-5.0
bertautan,-4.0
menyungkit,-4.0
lata,-5.0
bengkerap,-4.0
senat,-3.0
bercorak,-3.0
kekerabatan,-4.0
luntur,-3.0
bersebaran,-5.0
deklarasi,-3.0
relevansi,-4.0
kedut,-4.0
idola,-3.0
toboh,-4.0
tercerai,-3.0
senteng,-5.0
merefleksikan,-3.0
berjihad,-3.0
simpatik,-4.0
timbul,-3.0
timbun,-3.0
tercekluk,-3.0
kunarpa,-4.0
pialang,-3.0
penubuhan,-3.0
terudak,-3.0
berat ekor,-4.0
kasep,-4.0
keremus,-4.0
gagap,-5.0
mematut-matut,-3.0
cakap angin,-4.0
cercah,-5.0
menguburkan,-3.0
gembil,-4.0
hilang semangat,-4.0
mereken,-3.0
membakar,-4.0
menengahi,-5.0
sambit,-5.0
belingsat,-4.0
lembaga,-3.0
seluk-beluk,-4.0
menyita,-5.0
oyong,-4.0
membukukan,-5.0
menyebelah,-3.0
menancap,-4.0
bebat,-3.0
menyusup,-3.0
pendek akal,-3.0
membeli,-3.0
kelengangan,-4.0
menyembilu,-4.0
mumi,-4.0
cempala mulut,-5.0
putih,-4.0
beralaskan,-4.0
tetesan darah,-3.0
bulsak,-4.0
gapura,-4.0
peruntungan,-3.0
pembabil,-4.0
kurang ajar,-5.0
angkup,-3.0
geregetan,-4.0
tinju,-5.0
mengisruhkan,-4.0
inferior,-4.0
mengunyah,-4.0
titik berat,-3.0
ahli bahasa,-3.0
bertengkar,-5.0
terdampar,-5.0
cempelung,-5.0
penata,-3.0
pun,-3.0
gempuran,-3.0
jemari,-4.0
resesi,-5.0
bongkar-bangkir,-5.0
reca,-3.0
roh jahat,-4.0
pub,-4.0
berat otak,-4.0
bertarak,-3.0
mengias,-4.0
kemuraman,-5.0
penutur bahasa,-3.0
basi,-5.0
menyingsing,-3.0
penindasan,-4.0
sayu rayu,-3.0
tangisan,-5.0
ampel,-3.0
mengharukan,-4.0
lotre,-5.0
tahu,-4.0
amtenar,-3.0
ketuat,-4.0
mengarik,-3.0
dongkel,-3.0
riuk,-3.0
wejang,-3.0
rompyok,-5.0
banyak cincong,-4.0
terbangai,-3.0
kuno,-5.0
ketumbukan,-4.0
ke belakang,-5.0
kesengsaraan,-5.0
sampai,-4.0
dina,-5.0
tekek,-3.0
mengeremus,-4.0
sapi jantan,-3.0
warta,-3.0
pumpun,-3.0
berlawanan,-4.0
sivilisasi,-3.0
batuk lelah,-4.0
laluan,-4.0
membeda-bedakan,-3.0
kapal,-3.0
melaksanakan,-3.0
emper,-3.0
terdesak,-4.0
mencetak,-5.0
tumpul otak,-3.0
tertegak,-4.0
kebentok,-4.0
tersuruk,-5.0
bertalun-talun,-3.0
stori,-5.0
bongak,-5.0
bertokok,-3.0
renyem,-3.0
ruyup,-5.0
embus,-3.0
memperhitungkan,-3.0
jamin,-5.0
kering,-3.0
cumbuan,-3.0
gempita,-5.0
penarah,-3.0
kardinal,-4.0
edaran,-3.0
berpada-pada,-3.0
lebar,-3.0
tertuju,-3.0
menumpas,-5.0
akar,-3.0
berkilah,-4.0
gebang,-4.0
menonjolkan,-3.0
hanya,-3.0
menggoyahkan menggerakkan,-4.0
menggema,-4.0
metode,-5.0
berkeras-kerasan,-4.0
memantai,-4.0
berkarat,-4.0
memantak,-4.0
gara-gara,-5.0
perbaraan,-4.0
legalisasi,-3.0
gurau,-4.0
ginding,-4.0
pukul,-4.0
tunggul,-3.0
menunjukkan,-3.0
karu,-5.0
kilang,-3.0
tosan aji,-4.0
mulut gapil,-4.0
agen,-3.0
menekankan,-3.0
balik adab,-5.0
menyelinap,-5.0
berdoa,-3.0
ketimpangan,-4.0
parlente,-4.0
sontak,-4.0
gendut,-3.0
gelis,-3.0
bersisalak,-4.0
zero,-3.0
melantak,-4.0
bertian,-3.0
pasal,-4.0
simak,-5.0
main kayu,-3.0
azimat,-4.0
menjalari,-3.0
kompleksitas,-4.0
mengerkau,-4.0
garit,-3.0
selubung,-5.0
jembalang,-4.0
tersirah,-5.0
beragam,-3.0
silang selisih,-4.0
kebangkitan,-5.0
amah,-5.0
ceracau,-4.0
cegak,-4.0
ceracam,-4.0
mengorek,-4.0
watu,-3.0
berduaan,-3.0
indolen,-4.0
sapi,-3.0
goyah,-4.0
muflis,-4.0
kerabat,-3.0
kedai minuman,-4.0
kabin,-3.0
pekir,-4.0
berzikir,-3.0
penyelidikan,-5.0
menyatukan,-3.0
semaput,-4.0
kempa,-3.0
rangkul,-3.0
berlandaskan,-4.0
serangan,-3.0
pukulan,-3.0
ukir,-5.0
hamil,-5.0
membobol,-5.0
penumpang,-3.0
kegaduhan,-3.0
cengung,-3.0
hamik,-3.0
kambuh,-4.0
tukar,-3.0
tukas,-5.0
bahlul,-5.0
merunyamkan,-3.0
makan bawang,-5.0
menyodorkan,-3.0
beringsut,-3.0
sangit,-5.0
belendung,-3.0
malu mata,-4.0
bersiteguh,-4.0
peragaan,-3.0
bertemperasan,-3.0
meranggah,-3.0
reput,-3.0
kebirahan,-3.0
mengayunkan,-3.0
memberantas,-5.0
bertudung lingkup,-5.0
nyenyak,-4.0
sumpek,-4.0
berguam,-4.0
memeriksa,-5.0
kada,-3.0
langkap,-3.0
menyalakan,-4.0
inai,-4.0
menggarangkan,-4.0
giang,-3.0
rayah,-5.0
menghabisi,-4.0
bersangkut,-4.0
langkan,-3.0
ambil,-5.0
urun,-4.0
mencemat,-5.0
nyenyat,-4.0
bergolak,-5.0
berzina,-4.0
memikirkan,-3.0
pencahayaan,-3.0
ternoda,-5.0
talun,-3.0
bedel,-4.0
kasip,-5.0
sila,-4.0
sapit,-3.0
terpa,-4.0
keran,-4.0
berselisih,-5.0
kerai,-4.0
oposisi,-3.0
hardik,-5.0
sifer,-3.0
menyakatkan,-4.0
meranyah,-5.0
penghambat,-5.0
gerombong,-4.0
merambak,-3.0
cadang,-5.0
gela,-3.0
daging tumbuh,-4.0
penongkat senduk,-3.0
berserah,-4.0
lelembut,-4.0
menembis,-5.0
murus,-5.0
bertukar akal,-4.0
kemunduran,-5.0
rengeh,-3.0
angit,-5.0
tajak,-3.0
porak-poranda,-5.0
terjungkal,-5.0
reba,-5.0
meladeni,-5.0
retak,-4.0
karena,-3.0
belulang,-3.0
jembel,-5.0
pembersih,-4.0
biksah,-5.0
mayit,-4.0
tersampuk,-4.0
inga,-4.0
afiliasi,-4.0
kaki ayam,-3.0
persesuaian bunyi,-3.0
mengendur,-3.0
menggelogok,-3.0
menghancurkan,-4.0
tercengung,-3.0
lambang,-3.0
berpangku tangan,-4.0
meredik,-5.0
bangkai,-4.0
defisit,-3.0
getaran,-3.0
kelangkan,-3.0
tapa-tapa,-3.0
semenggah,-5.0
terkejar,-5.0
baktau,-5.0
cacing,-4.0
menggabungkan,-3.0
uyuh,-3.0
pilu,-5.0
membaik,-3.0
beregu,-3.0
cendala,-5.0
mengempis,-3.0
mengawali,-3.0
memanggang,-4.0
merukunkan,-3.0
bambung,-3.0
teperlus,-4.0
bandit,-5.0
omongan,-4.0
menggeleng,-3.0
celaan,-5.0
menyeberang,-3.0
berpalit-palit,-4.0
bersembahyang,-3.0
gaung,-3.0
semburan,-4.0
menyabung,-3.0
lecap,-4.0
dapra,-3.0
membocorkan,-4.0
himpunan,-4.0
tersara bara,-5.0
banteng,-3.0
bergamit,-3.0
bersempuras,-3.0
mengonyok,-3.0
kabinet,-3.0
serakan,-3.0
maherat,-4.0
onak,-4.0
kecabuhan,-3.0
berkuliah,-4.0
merapunkan,-4.0
bergosok,-3.0
dum,-3.0
rasio,-4.0
satire,-3.0
getap,-4.0
terjerumus,-4.0
jeraus,-3.0
pa,-5.0
melulu,-3.0
khabis,-3.0
mengemukakan,-3.0
penyadur,-3.0
pangkal kerongkongan,-5.0
iman,-3.0
memasak,-3.0
cium,-3.0
awut,-4.0
kronis,-5.0
parokial,-3.0
cotok,-3.0
antun,-3.0
kuyu,-5.0
pasangan hidup,-3.0
udara,-4.0
biji buah,-3.0
mitra,-4.0
tabungan,-3.0
bersuka-sukaan,-3.0
memerli,-5.0
abon,-4.0
dinasti,-3.0
mencegah,-5.0
beranang,-3.0
nanar,-4.0
nakal,-5.0
mendungas,-3.0
senyap,-4.0
muatan,-5.0
tertindas,-5.0
grip,-4.0
berburuk,-4.0
huda,-3.0
kayangan,-5.0
alai-belai,-3.0
domba,-3.0
menyiksa,-5.0
sumpah serapah,-5.0
kekotoran,-5.0
rim,-3.0
cerup,-3.0
jotos,-5.0
ragam,-4.0
menggoyangkan,-4.0
geladah,-3.0
lingsir,-5.0
open,-3.0
obsolet,-5.0
bengis,-5.0
ongkang-ongkang,-4.0
anggai,-3.0
gemeletek,-4.0
memaki,-5.0
otak telur,-5.0
gering,-5.0
memaku,-3.0
berpadu,-3.0
menelanjangi,-4.0
rute,-4.0
konsistensi,-3.0
berakhlak,-4.0
pusing keling,-5.0
nyanyang,-5.0
dekil,-5.0
tapak kaki,-3.0
bonus,-3.0
cahari,-3.0
berpartai,-3.0
seluk beluk,-4.0
gemblung,-3.0
kenyih,-4.0
menambus,-4.0
bergaduh,-5.0
bentrok,-5.0
paganisme,-5.0
bercintaan,-3.0
